name,star,comment,class,address,latitude,longitude,bus_count,department_store_count,drink_count,hospital_count,movie_theater_count,MRT_count,night_market_count,park_count,school_count,sports_facilities_count,train_count
大苑子台北木新店,4.1,248,冰品飲料店,台北市文山區木新路三段141號,24.9817883,121.5616159,58,0,29,0,0,0,0,17,12,3,0
木昂手作-樹林鎮前店,4.9,37,冰品飲料店,新北市樹林區鎮前街146號,24.9903955,121.4245155,103,14,87,0,1,0,1,17,5,3,1
予無憂飲品工作室 中和立人店,4.7,118,冰品飲料店,新北市中和區立人街21號,24.993971,121.521274,80,1,59,0,0,2,0,18,4,7,0
清心福全三峽文化店-珍珠奶茶手搖飲料專賣店,3.6,58,無酒精飲料店,新北市三峽區文化路16號,24.9358682,121.3733162,98,8,73,2,0,0,0,14,7,3,0
清心福全三峽中華店-珍珠奶茶手搖飲料專賣店,3.7,73,珍珠奶茶,新北市三峽區中華路21號1樓,24.9317207,121.3733697,97,6,59,2,0,0,0,13,7,2,0
正統茗茶製茶廠,4.7,12,茶葉店,新北市三峽區竹崙路97號,24.916712,121.433076,21,1,6,0,0,0,0,1,0,0,0
昱德茗茶,0.0,0,茶葉店,新北市三峽區竹崙路66號,24.9192167,121.4320743,25,1,7,0,0,0,0,1,0,0,0
海山綠葉茶園,0.0,0,茶葉店,新北市三峽區,24.9256438,121.4267134,28,1,6,0,0,0,0,1,0,0,0
金門仔飲料專賣店,4.4,118,冰品飲料店,新北市三重區大智街236號,25.0725835,121.4895396,91,15,76,0,0,2,0,21,6,2,0
雲森茶業,0.0,0,茶葉店, 728 999,23.4857501,120.0843006,0,0,5,0,0,0,0,0,0,0,0
來壺果飲,4.6,87,果汁,新北市三峽區大德路153號,24.9451932,121.37561,69,5,32,0,0,0,0,9,6,2,0
李記紅茶冰-北大龍瑩店,5.0,7,冰品飲料店,新北市樹林區佳園路三段132-1號,24.9499518,121.3857262,46,2,10,0,0,0,0,4,3,0,0
麻古茶坊三峽北大店,3.5,172,珍珠奶茶,新北市三峽區國際一街30號,24.9427912,121.3736611,79,6,50,0,0,0,0,9,6,5,0
茶米屋86,5.0,5,冰品飲料店,新北市三芝區長勤街86號,25.2550708,121.5001433,31,2,11,0,0,0,1,5,3,0,0
三芝農夫市集 璽揚揚手做吐司、蛋黃酥、香草茶,5.0,66,冰品飲料店,新北市三芝區,25.2464414,121.5080817,20,0,2,0,0,0,0,2,0,0,0
CoCo都可 三芝店,4.4,464,冰品飲料店,新北市三芝區中正路一段53號,25.2580262,121.5033625,32,2,11,0,0,0,1,5,2,0,0
葵可麗,5.0,4,冰品飲料店,新北市三芝區中正路一段73號,25.2570618,121.5040849,34,2,11,0,0,0,1,5,2,0,0
清心福全三芝店-珍珠奶茶手搖飲料專賣店,3.7,101,冰品飲料店,新北市三芝區淡金路二段14號,25.2595481,121.5024722,29,2,11,0,0,0,1,5,2,0,0
三芝快可立,4.4,24,珍珠奶茶,新北市三芝區淡金路二段2號,25.2592512,121.5022722,31,2,11,0,0,0,1,5,2,0,0
休閒小站新鮮茶飲專賣,4.6,43,飲料,新北市三芝區中正路一段16號,25.2589791,121.5029035,32,2,11,0,0,0,1,5,2,0,0
茗恩茶莊,4.5,15,茶葉店,新北市三芝區公正街三段4號,25.2568123,121.4989681,30,2,11,0,0,0,1,5,3,0,0
御品香茗茶,0.0,0,茶葉店,新北市三芝區中山路一段110號,25.2562489,121.5024908,34,2,11,0,0,0,1,5,3,0,0
珞樂樂,4.8,49,冰品飲料店,新北市三芝區埔坪里埔頭坑88之7號,25.2547291,121.5068226,37,2,12,0,0,0,1,6,2,0,0
好了啦紅茶冰-三芝智成店,4.5,6,冰品飲料店,新北市三芝區智成街26號,25.2566695,121.5038944,34,2,11,0,0,0,1,5,3,0,0
三芝製茶所-小粟手作,4.4,27,茶葉店,新北市三芝區105號~1 店面在淡金路2段19巷1號,25.2613699,121.4791021,17,0,1,0,0,0,0,4,0,0,0
三分春色 台北小巨蛋店,4.9,335,冰品飲料店,台北市松山區南京東路四段2號1樓,25.0509865,121.5503562,19,22,136,5,2,2,1,22,6,25,0
奶茶站飲料坊,4.5,159,冰品飲料店,台北市大同區重慶北路三段335巷42號,25.074464,121.515217,39,6,31,0,0,1,1,19,6,9,0
思相枝傳統豆花,3.7,82,冰品飲料店,新北市三芝區中正路一段101號,25.2560096,121.5047828,35,2,11,0,0,0,1,5,2,0,0
小粟茶室,0.0,0,茶葉店,新北市三芝區北勢子20號,25.2534722,121.4727693,21,0,1,0,0,0,0,4,0,0,0
福德茶坊,4.7,21,冰品飲料店,新北市淡水區中正路61號,25.1694876,121.4415834,58,1,94,0,0,1,2,14,5,1,0
Milu義調柴飲品店/早午餐,4.7,41,冰品飲料店,新北市泰山區楓江路40-2號,25.0623809,121.434859,53,0,24,0,0,0,0,15,3,7,0
原品手作飲料舖,1.6,10,冰品飲料店,新北市三重區龍濱路20巷6號,25.0676487,121.5027276,56,15,97,0,1,2,2,13,4,9,0
淡水舊鎮50年代枝仔冰,4.2,403,冰品飲料店,新北市淡水區淡金路二段270-1號,25.1885242,121.4471664,69,0,7,0,0,0,0,6,2,1,0
料杯杯BOBOLIAO微風北車店,4.1,262,冰品飲料店,台北市中正區北平西路3號2樓,25.0473866,121.5167338,56,79,176,2,2,5,0,16,8,12,1
芋見幸福大甲芋頭牛奶(三重福德店),4.9,26,冰品飲料店,新北市三重區信義街82號,25.0653305,121.5017357,54,15,105,0,1,2,2,13,4,9,0
蓋斯茶中和永安站,5.0,175,冰品飲料店,新北市中和區中安街18號,25.0031781,121.5133512,114,4,164,1,1,1,1,34,10,21,0
DrinkStore水雲朵台北復興店,4.7,163,冰品飲料店,台北市中山區復興北路154-1號,25.0530117,121.5437952,23,18,124,3,3,3,1,24,8,23,0
泰桑哩SonnyChaThai樂華店（每週二公休）,4.2,241,冰品飲料店,新北市永和區永平路181號,25.0092694,121.5101503,107,4,146,2,1,2,1,41,7,17,0
七盞茶 三重三民店,4.8,79,冰品飲料店,新北市三重區三民街110號1號,25.0633568,121.4850948,62,5,57,0,0,2,0,23,8,7,0
CoCo都可 三民店,4.2,148,冰品飲料店,新北市三重區三民街89號,25.063173,121.4855933,66,5,62,0,0,2,0,21,8,11,0
黑波堂 三重中華店,4.6,51,冰品飲料店,新北市三重區中華路117號,25.0635935,121.4836767,66,4,52,0,0,2,0,23,8,8,0
日月手作茶,5.0,3,冰品飲料店,新北市三重區忠孝路三段40巷50號,25.065847,121.483096,64,5,50,0,0,0,0,25,8,9,0
麻古茶坊三重中華店,4.0,215,冰品飲料店,新北市三重區中華路97號,25.0631662,121.4836687,65,4,51,0,0,2,0,22,8,8,0
紅茶洋行-三重國隆2店,5.0,94,冰品飲料店,新北市三重區三民街319號,25.069004,121.4776437,54,7,33,0,0,0,0,21,7,13,0
好了啦紅茶冰三重中華店,3.5,4,冰品飲料店,新北市三重區中華路104號,25.0634266,121.4833296,66,4,48,0,0,2,0,22,8,8,0
My嘟蘭手工綠豆沙牛乳 三重三民店,4.7,7,冰品飲料店,新北市三重區三民街287號,25.0685591,121.4788743,58,8,36,0,0,0,0,22,7,12,0
李記紅茶冰三重中正北店,4.4,22,冰品飲料店,新北市三重區中正北路244號,25.0679614,121.4816155,68,9,42,0,0,0,0,27,9,9,0
小茶齋-三重店,4.1,198,冰品飲料店,新北市三重區自強路一段216號,25.0665673,121.4941791,94,18,114,0,1,3,1,19,8,10,0
COMEBUY_三重中華店,4.0,138,冰品飲料店,新北市三重區中華路110號,25.063557,121.483311,65,4,48,0,0,2,0,22,8,8,0
豆佳香?濃豆乳 (豆花),4.9,432,冰品飲料店,新北市三重區新北大道一段82號,25.0616747,121.4862335,63,6,70,0,0,2,0,21,8,10,0
皇爵-三重商工店,4.1,133,冰品飲料店,新北市三重區忠孝路二段150號,25.0681408,121.4825321,71,7,47,0,0,0,0,26,10,9,0
果拾鮮果茶,4.5,117,冰品飲料店,新北市三重區重新路四段10-1號,25.0579308,121.4890127,48,7,65,0,1,2,0,16,6,16,0
鮮茶道(三重自強店),4.0,86,冰品飲料店,新北市三重區自強路一段274號,25.0678294,121.4920615,97,16,111,0,1,3,0,20,8,7,0
賞茶,4.0,34,冰品飲料店,新北市三重區忠孝路三段26號,25.0670471,121.4815522,67,8,40,0,0,0,0,24,9,10,0
李記紅茶冰-三重集美店（原中正南店）,5.0,22,冰品飲料店,新北市三重區集美街126巷5號,25.053445,121.4893736,28,4,43,0,0,2,0,13,3,14,0
Baroness小黑糖 雲端,4.2,515,冰品飲料店,新北市三重區新北大道ㄧ段57巷1樓號,25.0607358,121.4858278,61,7,62,0,0,2,0,23,8,11,0
CoCo都可 三重自強店,4.1,136,冰品飲料店,新北市三重區自強路一段250號,25.067316,121.492584,95,17,115,0,1,3,1,20,8,7,0
我想做愛 玉,4.5,183,冰品飲料店,新北市三重區重安街57號,25.0563132,121.4918638,44,6,61,0,1,2,0,14,5,14,0
"萬金紅茶冰 (01/15 - 02/21寒假休息中, 02/22開始營業, 有任何更新請關注FB粉絲專頁)",3.8,643,冰品飲料店,新北市三重區中正南路75號,25.0589761,121.494105,53,13,90,0,1,2,1,14,6,15,0
交心茶,4.4,86,冰品飲料店,新北市三重區集美街184號,25.0534977,121.490538,32,4,42,0,0,2,0,14,3,15,0
喫點冰 / 三重冰店 / 三重豆花 / 芒果冰 / 燒仙草,4.6,71,冰品飲料店,新北市三重區洛陽街23號1樓,25.0632801,121.4827173,63,4,44,0,0,2,0,22,8,9,0
茶詠春-三重自強店,4.0,36,冰品飲料店,新北市三重區自強路一段194號,25.0662299,121.494732,88,17,113,0,1,3,1,19,7,10,0
TEATOP第一味 三重大智店,4.4,76,冰品飲料店,新北市三重區大智街61號,25.0679526,121.4926354,92,17,108,0,1,3,1,18,8,7,0
MOK米歐克三重店,4.8,132,冰品飲料店,新北市三重區中正南路2號1樓,25.0607328,121.4934458,64,15,113,0,1,2,1,16,6,15,0
千千杯甜品（黑糖刨冰｜雪花冰｜甜湯｜傳統豆花）,4.8,128,冰品飲料店,新北市三重區重陽路一段101號,25.0595389,121.4869944,55,7,63,0,0,2,0,19,6,11,0
毒水製茶｜珍珠奶茶｜手搖飲料專賣店,5.0,45,冰品飲料店,新北市三重區環河南路221巷27號,25.052812,121.4913685,29,4,40,0,0,2,0,12,3,13,0
武林茶三重集美店,4.2,52,冰品飲料店,新北市三重區集美街161號,25.053387,121.4908528,32,4,42,0,0,2,0,12,3,15,0
CoCo都可 集美店,3.8,258,冰品飲料店,新北市三重區集美街208號,25.054221,121.491145,35,4,45,0,0,2,0,13,4,14,0
50嵐 中正北店,3.9,433,冰品飲料店,新北市三重區中正北路157號,25.0676882,121.482372,70,7,45,0,0,0,0,26,10,10,0
喫茶趣ToGo(三重店),0.0,0,冰品飲料店,新北市三重區重新路二段15之2號,25.062551,121.4984016,54,14,100,0,1,3,1,13,7,12,0
茶聚CHAGE三重信義店｜香片領導品牌,4.8,130,冰品飲料店,新北市三重區信義西街50號,25.064559,121.498104,69,15,105,0,1,3,1,14,7,11,0
Good Drink讚豆綠豆冰沙三重大智店,4.8,15,冰品飲料店,新北市三重區大仁街62號,25.0650737,121.4922754,93,16,128,0,1,3,1,22,7,9,0
花好月圓 茶飲專賣-三重自強店,4.9,222,冰品飲料店,新北市三重區自強路一段95號,25.0664186,121.4959195,84,15,107,0,1,3,1,19,7,12,0
滿上-仙草愛玉茶飲專賣店-正義北店,4.4,118,冰品飲料店,新北市三重區正義北路231號1樓,25.0690676,121.4960269,82,15,105,0,1,2,1,18,7,10,0
好了啦紅茶冰-三重車路頭,4.9,15,冰品飲料店,新北市三重區車路頭街50號,25.0721624,121.4838146,85,11,55,0,0,1,0,19,11,3,0
鶴玥茶坊,4.8,35,冰品飲料店,新北市三重區中正北路256號,25.0681206,121.4813597,65,9,41,0,0,0,0,27,11,9,0
麻古茶坊三重正義店,4.0,192,冰品飲料店,新北市三重區正義北路61號,25.064415,121.497399,72,15,107,0,1,3,1,16,7,11,0
得正#三重正義計劃 Oolong Tea Project,3.9,220,冰品飲料店,新北市三重區正義北路46號,25.0636445,121.4972927,67,15,105,0,1,3,1,15,7,11,0
都渴以 三重店,4.6,48,冰品飲料店,新北市三重區文化北路226巷49號,25.0691258,121.4964408,77,15,104,0,1,2,1,17,7,9,0
茶詠春-創始店（三重中正北店）,4.7,365,冰品飲料店,新北市三重區中正北路189-1號,25.0696736,121.4773844,52,7,32,0,0,0,0,21,7,13,0
金茶伍手作飲品-三重車路頭門市 woo cha tea shop,4.9,422,冰品飲料店,新北市三重區車路頭街99號,25.0745059,121.4846201,90,11,63,0,0,2,0,22,7,4,0
清心福全三重重陽店-珍珠奶茶手搖飲料專賣店,3.3,134,冰品飲料店,新北市三重區重陽路一段71號,25.058788,121.486902,51,7,62,0,0,2,0,20,5,11,0
進發家-三重三和店,3.7,125,冰品飲料店,新北市三重區三和路三段32號,25.070546,121.4962337,81,14,101,0,1,2,1,20,6,7,0
清心福全三重自強店-珍珠奶茶手搖飲料專賣店,3.8,90,冰品飲料店,新北市三重區自強路一段314號,25.0684778,121.4910977,96,14,109,0,1,2,0,19,8,6,0
貞茶社,5.0,31,冰品飲料店,新北市三重區信義街50號隔壁,25.0652024,121.5009461,52,14,100,0,1,2,1,13,4,10,0
紅茶洋行-三重國隆店,4.7,76,冰品飲料店,新北市三重區國隆路16號,25.0639905,121.4929275,86,17,121,0,1,3,1,20,8,9,0
62茶亭（三重店）,4.9,159,冰品飲料店,新北市三重區文化北路244號,25.0697731,121.4973473,77,15,100,0,1,2,1,18,5,9,0
COMEBUY_三重大同店,3.6,158,冰品飲料店,新北市三重區大同北路42號,25.0628124,121.4951365,70,17,110,0,1,3,1,16,8,12,0
零下21°C 綿綿冰,4.4,925,冰品飲料店,新北市三重區重新路四段106號,25.0567129,121.4873572,42,5,56,0,0,2,0,18,5,15,0
50嵐 重新店,3.8,204,冰品飲料店,新北市三重區重新路三段5號,25.0616888,121.4953704,68,15,109,0,1,2,1,16,7,12,0
黑丸嫩仙草 三重重新店,4.7,12,冰品飲料店,新北市三重區重新路四段244巷50號,25.0538551,121.4882003,29,4,44,0,0,2,0,14,3,14,0
好了啦紅茶冰三重大仁店,2.9,14,冰品飲料店,新北市三重區大仁街58號,25.0650128,121.4921911,92,16,127,0,1,3,1,22,7,9,0
山頂潑 Mountain Pour,4.9,843,冰品飲料店,新北市三重區捷運路19巷4弄2號,25.05642,121.4850958,43,5,51,0,0,2,0,18,4,11,0
微堂well done 三重店,4.9,165,冰品飲料店,新北市三重區車路頭街176號,25.077,121.4836897,78,10,53,0,0,2,0,28,6,4,0
米茶meetea(三和店),4.3,66,冰品飲料店,新北市三重區三和路二段95號,25.0685116,121.4995745,68,13,97,0,1,2,1,15,3,10,0
三和古早味鮮奶茶?MilkTea,5.0,70,冰品飲料店,新北市三重區中央北路74號三和夜市,25.0663508,121.5002456,59,14,98,0,1,2,1,17,4,10,0
桃鳳湯,3.8,6,冰品飲料店,新北市三重區三陽路11-1號,25.0588877,121.4860931,54,7,60,0,0,2,0,20,7,10,0
源陞紅茶,4.7,67,冰品飲料店,新北市三重區車路頭街116號,25.075129,121.4841499,86,11,60,0,0,2,0,22,7,4,0
CoCo都可 三重中正北店,4.2,206,冰品飲料店,新北市三重區中正北路362號,25.0694624,121.4771702,52,7,31,0,0,0,0,21,7,13,0
COMEBUY_三重自強,4.0,28,冰品飲料店,新北市三重區自強路三段17號,25.0722645,121.4870682,97,14,76,0,0,2,0,22,8,3,0
水月手工冰棒,4.7,143,冰品飲料店,新北市三重區力行路一段179巷8-2號,25.0700447,121.4848481,85,9,62,0,0,1,0,21,11,3,0
龜記茗品 正義北店,4.2,206,冰品飲料店,新北市三重區正義北路12號,25.0628279,121.4975392,58,16,101,0,1,3,1,15,7,12,0
李記紅茶冰-三重文化北店,4.2,38,冰品飲料店,新北市三重區文化北路33-7號,25.0646671,121.4992314,65,14,105,0,1,3,1,14,6,12,0
冬瓜幫,4.5,53,冰品飲料店,新北市三重區公園街17號,25.0729409,121.4991904,67,12,75,0,0,1,0,18,4,4,0
紅茶洋行-三重三和店,3.8,13,冰品飲料店,新北市三重區三和路四段7號,25.0741898,121.4914861,93,14,79,0,0,2,0,25,5,2,0
天一青草茶,4.5,110,冰品飲料店,新北市三重區自強路一段29號,25.0678291,121.4981957,76,14,100,0,1,2,1,18,6,10,0
COMEBUY力行店,3.6,146,冰品飲料店,新北市三重區車路頭街167號,25.0775085,121.4837213,80,10,54,0,0,2,0,28,6,4,0
虎您嘎飲 回甘茶品手搖飲 現炸手?饅頭 手炒黑糖,4.6,32,冰品飲料店,新北市中寮街31號中段右側 1樓,25.0588751,121.49254,58,8,90,0,1,2,0,16,6,15,0
紅茶洋行 三重永福店,4.8,20,冰品飲料店,新北市三重區永福街175-1號,25.0754942,121.4787742,79,9,55,0,0,2,0,19,5,4,0
一手私藏世界紅茶 三重三和店,4.2,153,冰品飲料店,新北市三重區三和路二段16-1號,25.067202,121.500655,60,13,97,0,1,2,1,14,4,11,0
清心福全三重大同北店-珍珠奶茶手搖飲料專賣店,3.5,64,冰品飲料店,新北市三重區大同北路53號,25.0632336,121.495293,74,16,110,0,1,3,1,17,6,12,0
米家冰品,4.3,192,冰品飲料店,新北市三重區正義北路278－1號,25.0690833,121.4956628,83,15,106,0,1,2,1,18,7,10,0
清心福全三重集美店-珍珠奶茶手搖飲料專賣店,3.8,89,珍珠奶茶,新北市三重區集美街136號,25.0532024,121.489421,28,4,43,0,0,2,0,13,3,13,0
清水糖,4.3,322,冰品飲料店,新北市三重區文化北路31之1號,25.0640766,121.4994638,57,14,102,0,1,3,1,13,5,11,0
泡泡茶冷熱飲雞排專賣店,4.6,23,冰品飲料店,新北市三重區介壽路39巷78號,25.0704251,121.5004625,63,12,86,0,0,2,1,13,3,6,0
林心堂青草茶,0.0,0,冰品飲料店,新北市三重區大仁街35號1樓,25.0653046,121.492922,90,16,126,0,1,3,1,21,7,9,0
清心福全三重力行店-珍珠奶茶手搖飲料專賣店,4.1,93,冰品飲料店,新北市三重區力行路二段119號,25.0764585,121.4829458,77,9,62,0,0,2,0,26,6,4,0
50嵐 正義店,3.7,243,冰品飲料店,新北市三重區正義北路251號,25.0696346,121.4958072,82,15,103,0,1,2,1,19,7,9,0
順星站,4.5,19,冰品飲料店,新北市三重區三和路四段20巷124號,25.0730151,121.4881036,92,15,81,0,0,2,0,20,7,3,0
50嵐三重文化店,3.5,177,冰品飲料店,新北市三重區文化北路61-3號,25.0664063,121.4986898,73,15,101,0,1,2,1,16,5,12,0
可可亞.楊桃汁,4.7,18,冰品飲料店,新北市三重區正義北路2巷,25.0624858,121.4977638,57,15,100,0,1,3,1,15,7,12,0
老賴茶棧新北三重店,4.0,94,冰品飲料店,沒有地址,25.082865,121.4922853,72,6,27,0,0,1,0,25,5,2,0
"馥御私房手作茶,牛奶,羊奶,奶蓋專賣,黑糖珍珠奶茶、鮮奶茶專賣店,手搖飲,OATLY燕麥奶,焦糖布蕾奶蓋,預約外送,開放加盟中",4.9,1,冰品飲料店,新北市三重區中央北路26號,25.0642994,121.5005795,50,14,100,0,1,2,1,13,5,11,0
101飲料專賣店,3.0,14,冰品飲料店,新北市三重區自強路五段,25.080065,121.4918066,92,7,47,0,0,1,0,26,7,2,0
趙平米苔目黑糖剉冰,4.4,93,冰品飲料店,新北市三重區大同北路184巷12號,25.0654137,121.4914903,97,16,125,0,1,3,1,22,6,8,0
杯杯樂【綠豆沙】專賣店,4.8,81,冰品飲料店,新北市三重區文化北路22-2號,25.0642503,121.4992035,61,14,103,0,1,3,1,13,6,11,0
迷客夏Milksha 新北三和店,3.3,332,冰品飲料店,新北市三重區三和路三段18號,25.070236,121.4967069,78,14,101,0,1,2,1,19,6,8,0
鮮茶道（三重福隆店）,4.1,74,冰品飲料店,新北市三重區福隆路36號1樓,25.0784022,121.4921607,90,7,53,0,0,2,0,25,5,1,0
得正#三重徐匯計劃,3.5,189,冰品飲料店,新北市三重區三和路四段209號,25.0795948,121.4817669,80,7,66,0,0,2,0,30,6,3,0
五桐號WooTea 新北三重文化北店,3.0,227,冰品飲料店,新北市三重區文化北路20號,25.0641062,121.4991621,59,14,103,0,1,3,1,13,6,11,0
白巷子三重三和店,3.2,149,冰品飲料店,新北市三重區三和路四段229號,25.0798545,121.4812848,86,7,76,0,0,2,0,28,6,3,0
零度甜 冰品/豆花/甜湯,4.1,279,冰品飲料店,新北市三重區仁愛街20號,25.0711965,121.4965687,83,16,100,0,0,2,1,20,6,5,0
康青龍 三重台北橋店,3.1,95,冰品飲料店,新北市三重區重新路一段106號,25.0632105,121.5009429,46,14,94,0,1,2,1,11,5,9,0
喉饑果汁-現打果汁專賣店,4.3,3,冰品飲料店,新北市三重區重陽路三段5巷13號,25.065237,121.491052,96,13,124,0,1,3,0,22,6,8,0
KING KONG金剛咖啡茶飲,4.6,125,冰品飲料店,新北市三重區大同南路160號,25.0576245,121.4965488,43,7,76,0,1,2,1,12,5,17,0
COMEBUY_三重文化店,3.6,67,冰品飲料店,新北市三重區文化北路156號,25.0673587,121.4981492,76,15,99,0,1,2,1,17,6,12,0
康青龍 三重車路頭店,3.5,130,冰品飲料店,新北市三重區車路頭街163號,25.0773578,121.4837151,78,10,53,0,0,2,0,28,6,4,0
巷覓豆花,4.9,133,冰品飲料店,新北市三重區萬壽街59號,25.0695873,121.5006769,65,13,93,0,1,2,1,11,3,7,0
哪次布喝,3.8,49,珍珠奶茶,新北市三重區仁愛街347號,25.0796846,121.4921647,89,8,49,0,0,1,0,25,7,2,0
黑堂甜品專賣店,4.5,234,冰品飲料店,新北市三重區正義南路39號,25.0609112,121.4979651,51,14,95,0,1,2,1,14,5,12,0
上宇林三重文化北店,4.5,93,冰品飲料店,新北市三重區文化北路14號1樓,25.0637939,121.499278,54,14,98,0,1,3,1,13,6,11,0
糖玄宗黑糖鮮飲 & 瘋碳烤-三重文化北店,3.8,99,冰品飲料店,新北市三重區文化北路20號,25.0641062,121.4991621,59,14,103,0,1,3,1,13,6,11,0
清源專業青草工廠直營店,4.4,16,冰品飲料店,新北市三重區國隆路6號,25.0636135,121.4934504,85,17,118,0,1,3,1,19,9,10,0
COMEBUY_三重長壽店,4.0,38,冰品飲料店,新北市三重區長壽街23號-2號,25.0678201,121.4995351,69,13,98,0,1,2,1,15,4,10,0
鶴茶樓- 鶴頂紅茶商店(三重重新店),3.8,306,珍珠奶茶,新北市三重區重新路一段127號,25.0632476,121.5001266,51,13,94,0,1,3,1,12,5,10,0
迷客夏Milksha 新北三重店,3.9,344,冰品飲料店,新北市三重區五華街138號,25.083821,121.491446,71,5,27,0,0,1,0,30,4,3,0
三和古早味黑糖剉冰 （無固定公休日 ）,4.9,661,冰品飲料店,新北市三重區中央北路46號,25.064886,121.500649,53,14,102,0,1,2,1,13,4,11,0
龍門西瓜汁｜果汁、飲料、冰沙｜20年老店｜三重飲料推薦,4.6,130,冰品飲料店,新北市三重區龍門路132號1 樓,25.0730362,121.4981652,73,12,75,0,0,1,0,19,4,3,0
幸福多芋點,4.2,5,無酒精飲料店,新北市三重區三民街309號,25.0690527,121.4781321,57,8,35,0,0,0,0,22,7,13,0
七盞茶 三重五華店,4.8,280,冰品飲料店,新北市三重區五華街91號,25.0835402,121.4919316,70,5,27,0,0,1,0,27,4,2,0
漿樣子濃?豆乳-三重力行店,4.5,84,冰品飲料店,新北市三重區力行路二段71-1號,25.0751818,121.4824535,77,10,57,0,0,2,0,24,7,4,0
五桐號ＷooTea新北三重五華店,4.2,22,冰品飲料店,新北市三重區五華街144號,25.0839265,121.4913188,71,5,27,0,0,1,0,30,4,3,0
清心福全三重三和店-珍珠奶茶手搖飲料專賣店,4.0,190,珍珠奶茶,新北市三重區三和路四段197號,25.0793421,121.4822075,81,7,63,0,0,2,0,29,6,3,0
一沐日-三重三和店,3.8,71,冰品飲料店,新北市三重區三和路二段81號,25.068257,121.499969,67,13,97,0,1,2,1,13,3,10,0
日春木瓜牛奶-龍門店-三重木瓜牛奶|水果飲品|果汁飲品|現打果汁|平價果汁|新鮮果汁,4.4,57,冰品飲料店,新北市三重區龍門路166號1樓,25.0733067,121.4988741,69,12,69,0,0,1,0,18,4,3,0
茶詠春-三重光復店,4.7,301,冰品飲料店,新北市三重區光復路一段68巷58號,25.0491698,121.4697967,51,5,31,1,0,2,0,12,4,3,0
啜茶,4.1,27,冰品飲料店,新北市三重區光復路一段68巷30號1樓,25.0491721,121.4707568,50,5,32,1,0,1,0,13,4,3,0
粉紅泡泡飲品甜點專賣店,4.8,151,冰品飲料店,新北市三重區重新路五段568號,25.0456759,121.4699456,36,4,20,1,0,1,0,11,4,2,0
讚豆綠豆冰沙-三重光復店（目前只接外送）,5.0,10,冰品飲料店,新北市三重區光復路一段68巷29號,25.0493978,121.4700545,50,5,31,1,0,1,0,12,4,3,0
光復古早味黑砂糖剉冰,3.9,29,冰品飲料店,新北市三重區光復路一段68巷32號,25.049158,121.4707285,50,5,32,1,0,1,0,13,4,3,0
好了啦-三重重新店,0.0,0,冰品飲料店,新北市三重區重新路四段244巷50號,25.0537797,121.4881897,29,4,44,0,0,2,0,14,3,14,0
茶境 Gala 極匠一店,0.0,0,冰品飲料店,新北市三重區疏洪十六路1號,25.0506287,121.4822696,20,2,23,0,0,1,0,13,3,9,0
玖荳茶飲&甜點,5.0,7,冰品飲料店,新北市三重區成功路106-3號,25.0514987,121.4872907,20,3,35,0,0,1,0,12,2,11,0
小冰箱冷飲,5.0,2,冰品飲料店,新北市三重區重新路四段61號1樓,25.0573558,121.4875087,44,5,62,0,0,2,0,19,5,15,0
清心福全三重中興店-珍珠奶茶手搖飲料專賣店,4.0,114,無酒精飲料店,新北市三重區中正北路413號,25.0723767,121.4709021,46,4,18,0,0,0,0,14,2,8,0
鮮萃 現泡茶專門店／（熱飲）薑母茶 桂圓紅棗茶／仙草鮮奶凍,4.3,12,冰品飲料店,新北市三重區電信街128-1號,25.0580259,121.4945833,51,9,86,0,1,2,1,14,6,16,0
李記紅茶冰-三重永福店,3.8,36,冰品飲料店,新北市三重區永福街217號,25.0744116,121.4800798,79,10,49,0,0,2,0,19,8,4,0
美白羊肉爐,0.0,0,冰品飲料店,新北市三重區捷運路39號,25.0560733,121.4842068,38,4,44,0,0,2,0,20,4,11,0
茶詠春-三重溪尾店,4.2,28,冰品飲料店,新北市三重區溪尾街236號,25.0817986,121.4876681,101,9,61,0,0,2,0,30,8,2,0
交心茶 Justea,4.8,21,冰淇淋設備供應商,m.facebook.com,25.051969,121.4937175,24,3,34,0,0,1,0,9,4,9,0
Drink Store 化成店,3.7,107,冰品飲料店,新北市新莊區化成路316號,25.0484341,121.4658032,71,7,62,2,0,2,0,10,5,1,0
三重成功豆花,4.3,62,冰品飲料店,新北市三重區成功路145巷49號1樓,25.0536246,121.4879346,29,4,44,0,0,2,0,14,3,14,0
可不可熟成紅茶 新莊化成店,4.1,124,冰品飲料店,新北市新莊區化成路205-1號,25.0510146,121.4657457,68,7,60,1,0,2,0,12,5,2,0
紅茶洋行-力行店,4.6,10,冰品飲料店,新北市三重區力行路二段139號,25.0771876,121.4835316,78,10,53,0,0,2,0,28,6,4,0
老賴茶棧新北三重店,4.0,94,冰品飲料店,新北市三重區五華街110之1號,25.082865,121.4922853,72,6,27,0,0,1,0,25,5,2,0
善圓冰品店,0.0,0,冰品飲料店,新北市新莊區化成路192號,25.0460656,121.4658691,64,6,50,3,0,3,0,7,3,3,0
好了啦超大杯 重光店,5.0,7,冰品飲料店,新北市三重區重光街124-1號,25.0649932,121.4661216,42,6,23,0,1,1,1,18,3,10,0
